open_time,open,high,low,close,volume,close_time
2024-03-05T05:00:00.000000Z,2123.800048828125,2128,2123.300048828125,2127.5,0,2024-03-05T06:00:00.000000Z
2024-03-05T06:00:00.000000Z,2127.5,2127.89990234375,2123.39990234375,2125.39990234375,4989,2024-03-05T07:00:00.000000Z
2024-03-05T07:00:00.000000Z,2125.39990234375,2125.89990234375,2122.199951171875,2122.699951171875,6111,2024-03-05T08:00:00.000000Z
2024-03-05T08:00:00.000000Z,2122.699951171875,2130.39990234375,2122.699951171875,2128.89990234375,11535,2024-03-05T09:00:00.000000Z
2024-03-05T09:00:00.000000Z,2129,2133.699951171875,2127.300048828125,2132.699951171875,8292,2024-03-05T10:00:00.000000Z
2024-03-05T10:00:00.000000Z,2132.60009765625,2135.800048828125,2131.60009765625,2132,8892,2024-03-05T11:00:00.000000Z
2024-03-05T11:00:00.000000Z,2132,2135.39990234375,2130.800048828125,2132.800048828125,8142,2024-03-05T12:00:00.000000Z
2024-03-05T12:00:00.000000Z,2132.800048828125,2133.60009765625,2129.199951171875,2132.60009765625,12615,2024-03-05T13:00:00.000000Z
2024-03-05T13:00:00.000000Z,2132.699951171875,2150.5,2130.39990234375,2135.89990234375,54929,2024-03-05T14:00:00.000000Z
2024-03-05T14:00:00.000000Z,2136,2141.800048828125,2132.300048828125,2136.60009765625,27332,2024-03-05T15:00:00.000000Z
2024-03-05T15:00:00.000000Z,2136.89990234375,2148.199951171875,2132.10009765625,2135.199951171875,38517,2024-03-05T16:00:00.000000Z
2024-03-05T16:00:00.000000Z,2135.10009765625,2137.300048828125,2132,2136.699951171875,15075,2024-03-05T17:00:00.000000Z
2024-03-05T17:00:00.000000Z,2136.800048828125,2139.5,2136,2139.39990234375,8285,2024-03-05T18:00:00.000000Z
2024-03-05T18:00:00.000000Z,2139.300048828125,2142.10009765625,2138,2139.10009765625,16548,2024-03-05T19:00:00.000000Z
2024-03-05T19:00:00.000000Z,2139.199951171875,2143.800048828125,2138.10009765625,2138.10009765625,10984,2024-03-05T20:00:00.000000Z
2024-03-05T20:00:00.000000Z,2138.10009765625,2139.39990234375,2136.89990234375,2138.10009765625,6902,2024-03-05T21:00:00.000000Z
2024-03-05T21:00:00.000000Z,2138.10009765625,2138.60009765625,2135.5,2136.39990234375,2560,2024-03-05T22:00:00.000000Z
2024-03-05T23:00:00.000000Z,2136.39990234375,2136.699951171875,2135.10009765625,2136.199951171875,0,2024-03-06T00:00:00.000000Z
2024-03-06T00:00:00.000000Z,2136.10009765625,2136.199951171875,2134.199951171875,2134.89990234375,3108,2024-03-06T01:00:00.000000Z
2024-03-06T01:00:00.000000Z,2135.10009765625,2136.10009765625,2133.300048828125,2133.699951171875,6888,2024-03-06T02:00:00.000000Z
